,AKA Name,Facility Type,Risk,Address,Zip,Year,Inspection Type,Results,Violations,Latitude,Longitude
3060,PASTRY,Restaurant,Risk 1 (High),540 N MICHIGAN AVE ,60611.0,2022,Canvass Re-Inspection,Pass,,41.89214078,-87.62431278
3061,PARK VIEW RESTAURANT,Restaurant,Risk 1 (High),2000 W 19TH ST ,60608.0,2022,Canvass Re-Inspection,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: 4-601.11(C) OBSERVED ACCUMULATED FOOD AND DIRT DEBRIS UNDER AND AROUND COOKING EQUIPMENT. INSTRUCTED TO CLEAN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: 5-501.17 OBSERVED NO COVERED RECEPTACLE INSIDE OF THE TOILET ROOMS. INSTRUCTED TO PROVIDE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.114 OBSERVED ITEMS STORED ON THE GROUND IN THE REAR DRY STORAGE ROOM. INSTRUCTED TO ELEVATE EVERYTHING AT LEAST 6 INCHES FROM THE GROUND. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: 2-102.13 OBSERVED ONE FOOD HANDLER WITHOUT A FOOD HANDLERS CERTIFICATE. INSTRUCTED TO MEET REQUIREMENT.",41.85594278,-87.67607275
3062,SMOTHIE RX INC.,Restaurant,Risk 1 (High),1503 S MICHIGAN AVE ,60605.0,2022,License Re-Inspection,Pass,,41.86183111,-87.62387913
3064,"ERWIN P. MCKENNIE, INC",Restaurant,Risk 1 (High),2806 W LAKE ST ,60612.0,2022,Canvass,Pass,,41.88434006,-87.69668735
3065,SUBWAY,Restaurant,Risk 1 (High),4036 N NARRAGANSETT ,60634.0,2022,Canvass,Pass,51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: FOUND NO BACKFLOW PREVENTION DEVICES INSTALLED AT ICE MACHINE WATERLINE.MUST PROVIDE CHECK VALVE WHERE IT CAN BE SERVICED AND LOCATED. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: FOUND SANITATION MANAGER WITH NO ALLERGEN TRAINING. MUST PROVIDE.,41.95407306,-87.78674347
3067,JERSEY MIKE'S SUBS,Restaurant,Risk 1 (High),4054 W PETERSON AVE ,60646.0,2022,Canvass,Pass,,41.99021854,-87.73080816
3068,,Restaurant,Risk 2 (Medium),806- 808 E 79TH ST ,60619.0,2022,Complaint,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED TORN/DAMAGED AND DIRTY RUBBER GASKET ON  DOOR OF THE FREEZER NEAR THE 3 COMPARTMENT SINK. INSTRUCTED TO REPAIR OR REPLACE GASKET.  | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED INTERIOR AND EXTERIOR DOOR TRACKS OF REFRIGERATION UNITS IN NEED OF CLEANING. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED BURNED OUT LIGHT BULB UNDERNEATH VENTILATION HOOD. INSTRUCTED MANAGER TO REPLACE BULB AND MAINTAIN.",41.75139977,-87.60491402
3069,THE GODDESS WEST LOOP,Restaurant,Risk 1 (High),911 W RANDOLPH ST ,60607.0,2022,License,Pass,"39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED FOOD STORAGE RACKS STORED UNDER WASTE WATER PIPE IN BASEMENT STORAGE AREA. MUST COVER WASTE WATER PIPE OR STORE FOOD ITEMS/ TO GO CONTAINERS AWAY FROM WASTE WATER PIPE.",41.88424918,-87.65026421
3072,WEINER CIRCLE,Restaurant,Risk 1 (High),2622 N CLARK ST ,60614.0,2022,Short Form Complaint,Pass,"57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments:  2-102.13 NO FOOD HANDLER TRAINING CERTIFICATE PROVIDED ON SITE,INSTRUCTED TO PROVIDE | 58. ALLERGEN TRAINING AS REQUIRED - Comments:  2-102.13) NO ALLERGEN TRAINING CERTIFICATES PROVIDED ON SITE. INSTRUCTED TO PROVIDE FOR ALL CERTIFIED FOOD SERVICE MANAGERS",41.93020068,-87.64376069
3074,KISHA'S KITCHEN INC,Restaurant,Risk 1 (High),10343 S HALSTED ST ,60628.0,2022,Canvass,Pass,"39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED FOOD ITEMS STORED ON FLOOR IN REAR PREP AREA. INSTRUCTED MANAGER TO ELEVATE ALL FOOD ITEMS SIX INCHES OFF FLOOR. | 45. SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED - Comments: OBSERVED SINGLE SERVICE ARTICLES STORED ON FLOOR IN REAR PREP AREA. INSTRUCTED MANAGER TO ELEVATE ALL SINGLE SERVICE ARTICLES OFF FLOOR. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED NO BACK FLOW DEVICE ON UTILITY SINK. INSTRUCTED MANAGER TO PROVIDE. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED NO LIGHT INSIDE WALK-IN COOLER AND VENTILATION HOOD. INSTRUCTED MANAGER TO REPLACE LIGHT BULBS AND MAINTAIN. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED FILTERS INSIDE VENTILATION HOOD IN NEED OF CLEANING. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN.",41.705641,-87.64264862
3075,SAFARI LOUNGE AND ETHIOPIAN CUISINE,Restaurant,Risk 1 (High),7124 N CLARK ST ,60626.0,2022,Canvass Re-Inspection,Pass,58. ALLERGEN TRAINING AS REQUIRED - Comments: : 2-102.13-- FOUND FOOD SANITATION MANAGERS WITH NO ALLERGEN TRAINING. MUST PROVIDE.,42.01219415,-87.67471606
3076,TORTERIA SAN LENCHITO INC.,Restaurant,Risk 1 (High),4810 N DRAKE AVE ,60625.0,2022,Canvass,Pass,"16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: INSTRUCTED TO CLEAN AND MAINTAIN INTERIOR SURFACES OF ICE MACHINE WITH MINIMAL CALCIUM BUILD-UP. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: INSTRUCTED TO LABEL FOOD CONTAINERS IDENTIFIED WITH COMMON NAME (SUGAR, SALT, FLOUR ETC) IN THE FOOD PREP/COOKING AREA. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: NOTED UTENSIL (SCRAPER, KNIFE) STORED IN BETWEEN PREP TABLE AND WALL IN FRONT PREP/COOKING AREA. INSTRUCTED TO PROVIDE A KNIFE RACK OR A MAGNETIC STRIPS FOR PROPER UTENSIL STORAGE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO CLEAN AND MAINTAIN FLOORS INSIDE STORAGE ROOM IN REAR PREP AREA.",41.96873485,-87.71719003
3078,SHELLSEEKERS SEAFOOD MARKET,Restaurant,Risk 1 (High),810 W 59TH ST ,60621.0,2022,Complaint Re-Inspection,Pass,"16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: 4-602.11(B-E) OBSERVED A CUTTING BOARD STAINED WITH DARK GROOVES. INSTRUCTED TO REMOVE GROOVES AND STAINS OR REPLACE. | 35. APPROVED THAWING METHODS USED - Comments: 3-501.12 OBSERVED FISH (IN ROP PACKAGING FROM MANUFACTURER) IMPROPERLY THAWING IN A REFRIGERATION UNIT. INSTRUCTED TO REMOVE FROZEN FISH FROM ROP PACKAGING BEFORE THAWING. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: 3-302.12 OBSERVED NO LABELS ON THE SPICE CONTAINERS LOCATED BY THE HOT HOLDING UNIT. INSTRUCTED TO PROVIDE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-201.13 OBSERVED COVING DE-ATTACHED IN VARIOUS AREAS UNDER THE 3 COMPARTMENT SINK AND BY THE COOKING EQUIPMENT. INSTRUCTED TO MAKE TIGHT FITTING OR REPLACE. 6-501.12 OBSERVED FLOORS THROUGH OUT WITH MINOR DIRT DEBRIS. INSTRUCTED TO CLEAN.  | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: 6-303.11 OBSERVED BURNT OUT LIGHTING IN THE WALK IN COOLER. INSTRUCTED TO REPLACE.",41.78712744,-87.64548794
3079,LOLAS CONEY ISLAND,Restaurant,Risk 1 (High),2858 W CHICAGO AVE ,60622.0,2022,Complaint,Fail,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED CARDBOARD USED AS LINER IN THE ONE DOOR COOLER IN THE KITCHEN. INSTRUCTED TO REMOVE. | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: OBSERVED FACILITY WITHOUT A CHLORINE CHEMICAL TEST KIT FOR SANITIZER OR FOR WARE WASHING AREA. INFORMED PERSON IN CHARGE A TEST KIT THAT ACCURATELY MEASURES THE CONCENTRATION OF CHLORINE SANITIZING SOLUTION MUST BE PROVIDED. PRIORITY FOUNDATION VIOLATION #7-38-005. CITATION ISSUED.  | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED RECEPTACLE IN THE EMPLOYEE TOLIET ROOM. INSTRUCTED TO PROVIDE AND MAINTAIN. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED NO FOOD HANDLER CERTIFICATES FOR EMPLOYEES ON SITE. INSTRUCTED TO MAINTAIN RECORDS AT ALL TIMES.  | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED CERTIFIED FOOD MANAGER TO HAVE AN EXPIRED ALLERGEN CERTIFICATE ON SITE. INSTRUCTED TO RENEW, PROVIDE AND MAINTAIN ON FILE. ",41.89574658,-87.6991028
3081,HAN BAT RESTAURANT,Restaurant,Risk 1 (High),2723 W LAWRENCE AVE ,60625.0,2022,Canvass,Pass,"39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: INSTRUCTED TO CLEAN, REORGANIZE REAR STORAGE ROOM. FOOD AND NON FOOD ITEMS MUST BE STORED 6' OFF THE FLOOR FOR EASY ACCESS ON CLEANING | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: NOTED CARDBOARDS ON FLOOR IN REAR PREP/COOKING AREA. INSTRUCTED TO REMOVE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: NOTED CEILING BY THE FRONT WINDOW ABOVE DINING AREA IN POOR REPAIR. INSTRUCTED TO FIX.",41.96843449,-87.69716822
3083,SUPER STAR & GYROS # 2,Restaurant,Risk 1 (High),1157-59 W 47TH ST ,60609.0,2022,Canvass,Fail,49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED LIGHT DUST ON FAN COVER INSIDE WALK-IN COOLER; CLEAN TO REMOVE DUST.  OBSERVED RUST ON SHELVES INSIDE OF WALK-IN COOLER; CLEAN SHELVES. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: FOUND NO HOT RUNNING WATER AT HANDSINK IN EMPLOYEE WASHROOM; MUST PROVIDE AND MAINTAIN AT ALL TIMES.  PRIORITY VIOLATION 7-38-030(C) ISSUED.,41.80862763,-87.65504091
3084,UNION LEAGUE CLUB,Restaurant,Risk 1 (High),65 W JACKSON BLVD ,60604.0,2022,Canvass,Fail,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: FOUND THE FOLLOWING HANDWASHING SINKS WATER TEMPERATURE RANGE FROM 44F- 83F: 8TH FLOOR REAR PREP, CUSTOMER WASHROOMS 6TH FLOOR AND 4TH FLOOR DISHROOM. INSTRUCTED MANAGER TO PROVIDE A MINIMUM HOT WATER TEMPERATURE OF 100F AT ALL TIMES. PRIORITY VIOLATION. 7-38-030(C). CITATION ISSUED. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: FOUND THE FOLLOWING FLOORS WTHOUT HANDWASHING SIGNAGE: 1,2,3,4,6, & 8. NOTED NO HANDWASHING SIGNAGE AT HANDWASHING SINKS LOCATED AT ALL RESTROOMS. ALSO NOTED NO HANDWASHING SIGNAGE AT  HANDWASHING SINKS IN DISHWASHING AREAS AND FOOD PREP AREAS ON SAID FLOORS. INSTRUCTED MANAGER TO PROVIDE HANDWASHING SIGNAGE AT ALL HANDWASHING SINKS.  | 16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: FOUND ICE MACHINES INTERIOR FILLED WITH PINK AND BLACK UNKNOWN SUBSTANCE LOCATED ON 8TH,6TH AND 4TH FLOOR. ICE IS USED FOR HUMAN CONSUMPTION. INSTRUCTED MANAGER TO REMOVE ICE FROM ICE MACHINE. INSTRUCTED MANAGER TO CLEAN, SANITIZE, AND MAINTAIN SAID ICE MACHINES. PRIORITY FOUNDATION VIOLATION. 7-38-005. CITATION ISSUED. | 22. PROPER COLD HOLDING TEMPERATURES - Comments: FOUND IMPROPER COLD HOLDING TEMPERATURES OF TIME/ TEMPERATURE CONTROL FOR SAFETY FOODS RANGING FROM 55F - 45 F :TUNA SALAD, CHICKEN SALAD, AND POTATO SALAD LOCATED IN WALK IN COOLER ON LEVEL 6 AND REFRIGERATOR ON LEVEL 4. INSTRUCTED MANAGER TO PROVIDE A MINIMUM COLD HOLDING TEMPERATURE OF 41F AT ALL TIMES. INSTRUCTED MANAGER TO DISCARD AND DENATURE APROX 10 LBS OF FOOD AT $100.PRIORITY VIOLATION. 7-38-005. CITATION ISSUED. | 25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: OBSERVED STEAK AND BURGERS ON MENU SAID ITEMS CAN BE ORDERED UNDER COOKED. INSTRUCTED FACILITY TO PROVIDE FOOTNOTE,  DISCLOSURE (WRITTEN DISCLOSURE AND DISCLOSURE BY ASTERISK) AND REMINDER FOR MENU ITEMS THAT CAN BE ORDERED UNDER COOKED. PRIORITY FOUNDATION VIOLATION.7-38-005. | 33. PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL - Comments: OBSERVED REACH IN COOLER AT AN IMPROPER COLD HOLDING TEMPERATURE OF 55F AT TIME OF INSPECTION. MUST DISCARD ALL TCS FOODS AND NOT USE REACH IN COOLER. COOLER MUST MAINTAIN A PROPER COLD HOLDING TEMPERATURE OF 41F OR BELOW AT ALL TIMES. REACH IN COOLER TAGGED AND HELD FOR INSPECTION BY THE CHICAGO DEPARTMENT OF PUBLIC HEALTH AND MAY NOT BE USED UNTIL THE WALK IN COOLER IS RE-INSPECTED BY CDPH AND MAINTAINING A PROPER COLD HOLDING TEMPERATURE FOR 41F OR BELOW. PRIORITY VIOLATION. 7-38-005. CITATION ISSUED. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED DEAD ROACH IN TABLEWARE CABINET IN KITCHEN ON FLOOR 6. OBSERVED MULTIPLE DEAD ROACHES IN UTILITY/MACHINE ROOM ON FLOOR 4. INSTRUCTED PERSON IN CHARGE TO REMOVE ALL DEAD INSECTS AND INFORM PEST CONTROL. | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: OBSERVED MULTIPLE CONTAINERS OF CLEAN SILVERWARE ON FLOOR UNDERNEATH SHELVING IN 6 FLOOR KITCHEN. INSTRUCTED PERSON IN CHARGE TO REMOVE, SANITIZE, AND PROPERLY STORE TO PREVENT CONTAMINATION. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED LOOSE AND TORN GASKETS ON WALK-IN COOLER DOOR. ALSO NOTED BROKEN GASKETS ON MULTIPLE 6 DOOR REACH IN COOLERS  LOCATED IN KITCHEN ON FLOOR 6 AND 4. INSTRUCTED PERSON IN CHARGE TO REPLACE AND MAINTAIN ALL COOLERS IN GOOD REPAIR.  OBSERVED MULTIPLY COOLER SHELVES THROUGHOUT FACILTY TO BE RUSTED AND NOT EASILY CLEANABLE. INSTRUCTED PERSON IN CHARGE TO REPLACE AND MAINTAIN. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: NOTED CUTTING BOARDS THROUGHOUT FACILITY STAINED WITH DEEP GROOVES. INSTRUCTED MANAGER TO RESURFACE OR REPLACE TO PREVENT CONTAMINATION. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED BUILD OF DEBRIS AND RESIDUE IN MULTIPLE PREP COOLERS THROUGHOUT FACILITY. INSTRUCTED PERSON IN CHARGE TO CLEAN AND MAINTAIN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED ALL FEMALE RESTROOMS WITH NO COVERED RECEPTACLE FOR SANITARY PRODUCTS. INSTRUCTED PERSON IN CHARGE TO PROVIDE AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND HOLE ON BASE BOARD ON 8TH FLOOR IN REAR STORAGE AREA. INSTRUCTED MANAGER TO REPAIR AND MAINTAIN TO PREVENT PEST HARBORAGE.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED EXCESSIVE BUILD UP OF GRIT AND GRIME UNDER COFFEE MACHINE AND ICE MACHINE ON FLOOR 2. INSTRUCTED PERSON IN CHARGE TO CLEAN AND MAINTAIN. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: FOUND NO PROOF OF FOOD HANDLER TRAINING. INSTRUCTED MANAGER TO PROVIDE PROOF OF FOOD HANDLER TRAINING FOR ALL FOOD HANDLERS.  | 58. ALLERGEN TRAINING AS REQUIRED - Comments: FOUND NO PROOF OF ALLERGEN TRAINING ON SITE AT TIME OF INSPECTION. INSTRUCTED TO PROVIDE ALLERGEN TRAINING FOR ALL CITY OF CHICAGO FOOD SERVICE MANAGERS.",41.87804565,-87.6301368
3086,MC DONALD'S,Restaurant,Risk 2 (Medium),10 E CHICAGO AVE ,60611.0,2022,Short Form Complaint,Pass,,41.89679287,-87.62778758
3087,HUNAN BISTRO,Restaurant,Risk 1 (High),2414 S WENTWORTH AVE ,60616.0,2022,Complaint,Fail,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: NO VOMIT AND DIARRHEA CLEAN UP KIT ON SITE AT TIME OF INSPECTION. INSTRUCTED MANAGER TO OBTAIN AND MAINTAIN KIT ON SITE.  PRIORITY FOUNDATION 7-38-005 CITATION ISSUED  | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: HANDSINK NEEDED AT DISH MACHING AREA. INSTRUCTED TO INSTALL AND MAINTAIN WITH SOAP AND PAPER TOWELS.  PRIORITY FOUNDATION 7-38-030(C) CITATION ISSUED  | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: ALL HANDWASHING SINKS IN NEED OF HANDWASHING SIGNS. INSTRUCTED TO INSTALL AND MAINTAIN.  | 22. PROPER COLD HOLDING TEMPERATURES - Comments: OBSERVED 20 DOZEN OF UNCOOKED EGGS SITTING ON COUNTER AT 64 DEGREES. INSTRUCTED MANAGER TO DISCARD.  ALL EGGS WERE DISCARDED AND BROKEN INTO GARBAGE DUMPSTER.  PRIORITY VIOLATION 7-38-005 CITATION ISSUED   | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: NO STEM THERMOMETER ON SITE TO ACCURATELY MEASURE TEMPERATURE OF FOOD PRODUCTS. INSTRUCTED TO OBTAIN A STEM THERMOMETER AND MAINTAIN.  PRIORITY FOUNDATION 7-38-005 CITATION ISSUED  | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: NO COMPLETE LOG BOOK ON SITE AT TIME OF INSPECTION. INSTRUCTED MANAGER TO OBTAIN AND MAINTAIN WITH SERVICE REPORTS.  PRIORITY FOUNDATION 7-38-020(C) CITATION ISSUED  | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: ALL WIPING CLOTHS MUST BE STORED IN A CLEAN SANITIZING SOLUTION WHEN NOT IN USE. INSTRUCTED TO PROVIDE AND MAINTAIN.  | 43. IN-USE UTENSILS: PROPERLY STORED - Comments: ALL UTENSILS MUST BE STORED IN A CLEAN, SANITIZED AREA. CORRECTED AND MAINTAIN.  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: NEW CUTTING BOARDS NEEDED. WORN DISCOLORED. INSTRUCTED MANAGER TO REPLACE AND MAINTAIN IN GOOD CONDITION.  | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: ALL COOKING EQUIPMENT IN NEED OF DETAIL CLEANING TO REMOVE ALL FOOD AND GREASE BUILD UP. INSTRUCTED TO CLEAN AND MAINTAIN.  | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: ALL STORAGE SHELVES, INTERIOR OF REACH IN COOLERS, PREP TABLE LEGS ETC.... ALL IN NEED OF DETAIL CLEANING TO REMOVE ALL BUILD UP. INSTRUCTED TO CLEAN AND MAINTAIN.  | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: LEAK AT DISHMACHINE WATER LINE. INSTRUCTED TO CORRECT AND MAINTAIN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: ALL TOILET ROOMS MUST HAVE GARBAGE CANS WITH LIDS. INSTRUCTED TO CORRECT AND MAINTAIN.  | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: OUTSIDE GREASE AND GARBAGE RECEPTACLES IN NEED OF CLEANING, CLOSING AND REPAIRING. NO GREASE SHOULD BE ON GROUND, SIDES OF EQUIPMENT AND DRIPPING ON SIDES OF GREASE RECEPTICLES  PRIORITY FOUNDATION 7-38-020(B) CITATION ISSUED  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FLOORS AND WALLS THROUGH OUT IN NEED OF DETAIL CLEANING TO REMOVE ALL SPLATTER AND BUILD UP. INSTRUCTED TO CLEAN AND MAINTAIN. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: NO FOOD HANDLER CERTIFICATES FOR ALL EMPLOYEES ON SITE AT TIME OF INSPECTION. INSTRUCTED TO OBTAIN AND MAINTAIN CERTIFICATES FOR ALL EMPLOYEES.  | 58. ALLERGEN TRAINING AS REQUIRED - Comments: NO ALLERGEN CERTIFICATE ON SITE. INSTRUCTED TO OBTAIN AND MAINTAIN. ",41.84866813,-87.63206176
3088,GOLDEN DRAGON CHINESE RESTAURANT,Restaurant,Risk 1 (High),2459 W MADISON ST ,60612.0,2022,Complaint,Fail,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO WRITTEN EMPLOYEE HEALTH POLICY ON SITE. INSTRUCTED FACILITY TO ESTABLISH AN APPROPRIATE EMPLOYEE HEALTH POLICY AND MAINTAIN WITH VERIFIABLE SIGNED COPIES ON SITE FOR ALL FOOD EMPLOYEES. PRIORITY FOUNDATION. 7-38-010. CITATION ISSUED. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments:  OBSERVED AN APPX.'1-2' GAP ALONG BOTTOM OF REAR EXIT DOOR TO DUMPSTER AREA.MUST MAKE DOOR TIGHT FITTING. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED APPROXIMATELY 30 MICE DROPPINGS IN REAR AREA NEAR FURNACE AND WATER HEATER. INSTRUCTED TO CLEAN, SANITIZE AND CONTACT PEST CONTROL FOR SERVICE. PRIORITY FOUNDATION. 7-38-020(A). CITATION ISSUED. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED THICK DIRT, DUST AND GREASE DRIPPING FROM FILTERS ABOVE COOKING PREP AREA. INSTRUCTED TO REMOVE, CLEAN AND SANITIZE TO PREVENT FURTHER CONTAMINATION OF FOOD PRODUCTS. PRIORITY FOUNDATION. 7-38-005. CITATION ISSUED. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUS CORE VIOLATIONS NOT CORRECTED FROM 08/19/2021: #38 OBSERVED AN APPX.'1-2' GAP ALONG BOTTOM OF FRONT DOOR.MUST MAKE DOOR TIGHT FITTING. #39 MUST PROVIDE A SPLASH GUARD AT 3- COMPARTMENT SINK NEXT TO PREP TABLE. #47 MUST APPLY A SEALANT OR PAINT RAW WOOD SHELVING UNITS IN DRY FOOD STORAGE AREA. PRIORITY FOUNDATION. 7-42-090. CITATION ISSUED.",41.88102049,-87.68867106
3089,SEAFOOD SHACK & STEAK,Restaurant,Risk 2 (Medium),6658 S COTTAGE GROVE AVE ,60637.0,2022,License,Pass,51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED A LEAKY PIPE UNDERNEATH THE 3 COMPARTMENT SINK(1st COMPARTMENT). MUST REPAIR AND MAINTAIN.,41.77322973,-87.60591767
3090,GINO'S EAST PIZZERIA,Restaurant,Risk 1 (High),160-164 E SUPERIOR ST ,60611.0,2022,Canvass,Pass,"43. IN-USE UTENSILS: PROPERLY STORED - Comments:  STORING KNIVES AND SPOONS IN STANDING WATER AT PREP LINE, INSTRUCTED TO KEEP IN A DRY CLEAN SURFACE. | 45. SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED - Comments: Storing disposable containers facing up, instructed to invert to prevent contamination. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: using disposable deli cups as a bulk food container scoop, instructed to use proper scoop. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: Interior surfaces of both ice makers not clean, instructed to clean and maintain orange film. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: Ceiling at 2nd floor dish washing area with mold like build-up, instructed to clean and maintain.",41.89586295,-87.62325304
